num	safe_title	img	alt	link	news	year	month	day
2881	Bug Thread	bug_thread.png	After some account issues, we've added 6 new people from the beach house rental website support forum.			2024	1	15
2882	Net Rotations	net_rotations.png	For decades I've been working off the accumulated rotation from one long afternoon on a merry-go-round when I was eight.			2024	1	17
2883	Astronaut Guests	astronaut_guests.png	They didn't bring us a gift, but considering the kinetic energy of a bottle of wine at orbital speed, that's probably for the best.			2024	1	19
2884	Log Alignment	log_alignment.png	A video can have a log scale that's misaligned with both the time AND space axes.			2024	1	22
2885	Spelling	spelling.png	Any time I misspell a word it's just because I have too much integrity to copy answers from the dictionary.			2024	1	24
2886	Fast Radio Bursts	fast_radio_bursts.png	Dr. Petroff has also shown that the Higgs boson signal was actually sparks from someone microwaving grapes, the EHT black hole photo was a frozen bagel someone left in too long, and the LIGO detection was just someone slamming the microwave door too hard.			2024	1	26
2887	Minnesota	minnesota.png	In addition to 'squishy', after reviewing my submitted intraplate ground motion data, the National Geodetic Survey has politely asked me to stop using the word 'supple' so often when describing Midwestern states.			2024	1	29
2888	US Survey Foot	us_survey_foot.png	Subway refuses to answer my questions about whether it's an International Footlong or a US Survey Footlong. A milligram of sandwich is at stake!			2024	1	31
2889	Greenhouse Effect	greenhouse_effect.png	Once he had the answer, Arrhenius complained to his friends that he'd "wasted over a full year" doing tedious calculations by hand about "so trifling a matter" as hypothetical CO2 concentrations in far-off eras (quoted in Crawford, 1997).			2024	2	2
2890	Relationship Advice	relationship_advice.png	Good to be a little wary of advice that sounds too much like a self pep talk.			2024	2	5
2891	Log Cabin	log_cabin.png	I'm sure the building inspectors will approve my design once they finally manage to escape.			2024	2	7
2892	Banana Prices	banana_prices.png	It's a linear extrapolation, Michael. How big could the error be? 10%?			2024	2	9
2893	Sphere Tastiness	sphere_tastiness.png	Baseballs do present a challenge to this theory, but I'm convinced we just haven't found the right seasoning.			2024	2	12
2894	Research Account	research_account.png	Focus of your research: EXTREME PETTINESS AND UNWILLINGNESS TO LET ANYTHING GO			2024	2	14
2895	Treasure Chests	treasure_chests.png	[earlier] "Your vintage-style handmade chest business is struggling. But I have a plan."			2024	2	16
2896	Crossword Constructors	crossword_constructors.png	Also, we would really appreciate it if you could prominently refer to it as an 'eHit'.			2024	2	19
2897	Light Leap Years	light_leap_years.png	When Pope Gregory XIII briefly shortened the light-year in 1582, it led to navigational chaos and the loss of several Papal starships.			2024	2	21
2898	Orbital Argument	orbital_argument.png	"Some people say light is waves, and some say it's particles, so I bet light is some in-between thing that's both wave and particle depending on how you look at it. Am I right?" "YES, BUT YOU SHOULDN'T BE!"			2024	2	23
2899	Goodhart's Law	goodharts_law.png	[later] I'm pleased to report we're now identifying and replacing hundreds of outdated metrics per hour.			2024	2	26
2900	Call My Cell	call_my_cell.png	'Hey, can you call my cell?' '...I'm trying, but it says this number is blocked?' 'Ok, thanks, just checking.'			2024	2	28
2901	Geographic Qualifiers	geographic_qualifiers.png	'Thank you for the loveliest evening I've ever had...' [normal] '...east of the Mississippi.' [instant intrigue!]			2024	3	1
2902	Ice Core	ice_core.png	If you find an ash deposition layer from a year in which an eruption destroyed an island that had Camellia sinensis growing on it, you can make a Gone Island Ice_τ.			2024	3	4
2903	Earth/Venus Venn Diagram	earth_venus_venn_diagram.png	Actually, the fact that Mars is still orbiting safely over here means that it was technically an *Euler* apocalypse, not a Venn one.			2024	3	6
2904	Physics vs. Magic	physics_vs_magic.png	'At the stroke of midnight, your brother will be hurtling sideways at an altitude of 150 meters' is a regular physics prediction about your nonmagical trebuchet, whereas 'you are cursed to build a brother-launching trebuchet' falls out of the Lagrangian.			2024	3	8
2905	Supergroup	supergroup.png	I love their cover of 1,200 Balloons, Dalmatians, and Miles.			2024	3	11
2906	Earth	earth.png	Just think of all the countless petty squabbles and misunderstandings, of all the fervent hatreds, over so insignificant a thing as the direction and duration of a rocket engine firing.			2024	3	13
2907	Schwa	schwa.png	Doug's cousin, the one from London, runs a Bumble love cult.			2024	3	15
2908	Moon Armor Index	moon_armor_index.png	Astronomers are a little unsure of the applicability of this index, but NASA's Planetary Protection Officer is all in favor.			2024	3	18
2909	Moon Landing Mission Profiles	moon_landing_mission_profiles.png	If you pick a low enough orbit, it gives you a lot of freedom to use a lightweight launch vehicle such as a stepladder.			2024	3	20
2910	The Wreck of the Edmund Fitzgerald	the_wreck_of_the_edmund_fitzgerald.png	You know that asteroid that almost destroyed Earth in the 90s? Turns out the whole thing was secretly created by Michael Bay, who then PAID Bruce Willis and Ben Affleck to look heroic while blowing it up!			2024	3	22
2911	Greenland Size	greenland_size.png	The Mercator projection drastically distorts the size of almost every area of land except a small ring around the North and South Poles.			2024	3	25
2912	Cursive Letters	cursive_letters.png	𝓘 𝓽𝓱𝓲𝓷𝓴 𝓬𝓪𝓹𝓲𝓽𝓪𝓵 𝓛 𝓲𝓼 𝓹𝓻𝓸𝓫𝓪𝓫𝓵𝔂 𝓽𝓱𝓮 𝓶𝓸𝓼𝓽 𝓯𝓾𝓷 𝓽𝓸 𝔀𝓻𝓲𝓽𝓮, 𝓽𝓱𝓸𝓾𝓰𝓱 𝓵𝓸𝔀𝓮𝓻𝓬𝓪𝓼𝓮 𝓺 𝓲𝓼 𝓪𝓵𝓼𝓸 𝓪 𝓼𝓽𝓻𝓸𝓷𝓰 𝓬𝓸𝓷𝓽𝓮𝓷𝓭𝓮𝓻.			2024	3	27
2913	Periodic Table Regions	periodic_table_regions.png	Cesium-133, let it be. Cesium-134, let it be even more.			2024	3	29
2914	Eclipse Coolness	eclipse_coolness.png	A partial eclipse is like a cool sunset. A total eclipse is like someone broke the sky.			2024	4	1
2915	Eclipse Clouds	eclipse_clouds.png	The rare compound solar-lunar-nephelogical eclipse			2024	4	3
2916	Machine	machine.png	The Credible Machine		Today's comic was created with <a href="https://chromakode.com">Max Goodhart</a>, <a href="https://github.com/spyhi">Ed White</a>, <a href="https://twitter.com/uh_oh_thats_bad">Alex Garcia</a>, <a href="https://twitter.com/cotrone">Kevin Cotrone</a>, <a href="http://burningcandle.io/">Conor &amp; Ami Stokes</a>, <a href="https://liranuna.com">Liran Nuna</a>, <a href="https://www.instagram.com/fading_interest/">Patrick</a>, <a href="https://manishearth.github.io">Manish Goregaokar</a>, <a href="https://github.com/benley">Benjamin Staffin</a>, <a href="https://github.com/ayust">Amber</a>, and <a href="https://github.com/dyfrgi">Michael Leuchtenburg</a> with physics by <a href="https://rapier.rs">Rapier</a>.	2024	4	5
2917	Types of Eclipse Photo	types_of_eclipse_photo.png	The most rare, top-tier eclipse photo would be the Solar Earth Eclipse, but the Apollo 12 crew's attempt to capture it was marred by camera shake. They said it looked spectacular, though.			2024	4	8
2918	Tick Marks	tick_marks.png	If you're really savvy, you can hide an entire set of illicit transactions by timing them to draw what looks like a graph inset.			2024	4	10
2919	Sitting in a Tree	sitting_in_a_tree.png	First comes blood / Then we perish / Then comes Death in his Eternity Carriage.			2024	4	12
2920	Survey Marker	survey_marker.png	Fun fact: The standard North American NAD83 coordinate system is misaligned from the actual Earth, off-center by about 7 feet. Someone knows where I am, and I'm in the wrong place.			2024	4	15
2921	Eclipse Path Maps	eclipse_path_maps.png	Okay, this eclipse will only be visible from the Arctic in February 2063, when the sun is below the horizon, BUT if we get lucky and a gigantic chasm opens in the Earth in just the right spot...			2024	4	17
2922	Pub Trivia	pub_trivia.png	Bonus question: Where is London located? (a) The British Isles (b) Great Britain and Northern Ireland (c) The UK (d) Europe (or 'the EU') (e) Greater London			2024	4	19
2923	Scary Triangles	scary_triangles.png	Concealed mostly beneath the surface, sharks are the icebergs of the sea.			2024	4	22
2924	Pendulum Types	pendulum_types.png	The creepy fingers that grow from a vibrating cornstarch-water mix can be modeled as a chain of inverted vertical pendulums (DOI:10.1039/c4sm00265b) and are believed to be the fingers of Maxwell's Demon trying to push through into our universe.			2024	4	24
2925	Earth Formation Site	earth_formation_site.png	It's not far from the sign marking the exact latitude and longitude of the Earth's core.			2024	4	26
2926	Doppler Effect	doppler_effect.png	The Doppler effect is a mysterious wavelength-shifting phenomenon which seems to primarily affect sirens, which is why the 🚨 emoji is red.			2024	4	29
2927	Alphabetical Cartogram	alphabetical_cartogram.png	Poor Weeoming.			2024	5	1
2928	Software Testing Day	software_testing_day.png	The company tried to document how often employees were celebrating Software Testing Day, but their recordkeeping system kept mysteriously crashing.			2024	5	3
2929	Good and Bad Ideas	good_and_bad_ideas.png	While it seemed like a fun prank at the time, I realize my prank fire extinguishers full of leaded gasoline were a mistake.			2024	5	6
2930	Google Solar Cycle	google_solar_cycle.png	From Google Trends, it looks like the lag between people Googling cocktail recipes and 'hangover cure' is 14 hours.			2024	5	8
2931	Chasing	chasing.png	Certain hybrid events can only happen in certain locations where all the conditions are present; chasers flock to the area in and around Kansas known as tumbleweed-colliding-with-possum alley.			2024	5	10
2932	Driving PSA	driving_psa.png	This PSA brought to you by several would-be assassins who tried to wave me in front of speeding cars in the last month and who will have to try harder next time.			2024	5	13
2933	Elementary Physics Paths	elementary_physics_paths.png	==COSMOLOGY==> 'Uhhh ... how sure are we that everything is made of these?'			2024	5	15
2934	Bloom Filter	bloom_filter.png	Sometimes, you can tell Bloom filters are the wrong tool for the job, but when they're the right one you can never be sure.			2024	5	17
2935	Ocean Loop	ocean_loop.png	I can't believe they wouldn't even let me hold a vote among the passengers about whether to try the loop.			2024	5	20
2936	Exponential Growth	exponential_growth.png	Karpov's construction of a series of increasingly large rice cookers led to a protracted deadlock, but exponential growth won in the end.			2024	5	22
2937	Room Code	room_code.png	Sorry to make you memorize this random string of digits. If it helps, it can also double as a mnemonic for remembering your young relatives' birthdays, if they happened to have been born on February 5th, 2018.			2024	5	24
2938	Local Group	local_group.png	Cosmologists estimate the spaghetti strand to be about 200 septillion calories, though it could be higher depending on the nutritional value of dark matter.			2024	5	27
2939	Complexity Analysis	complexity_analysis.png	PERPETUALLY OPTIMISTIC CASE: Early in the execution, our research group makes a breakthrough on proving P=NP.			2024	5	29
2940	Modes of Transportation	modes_of_transportation.png	My bold criticism might anger the hot air balloon people, which would be a real concern if any of them lived along a very narrow line directly upwind of me.			2024	5	31
2941	Cell Organelles	cell_organelles.png	It's believed that Golgi was originally an independent organism who was eventually absorbed into our cells, where he began work on his Apparatus.			2024	6	3
2942	Fluid Speech	fluid_speech.png	Thank you to linguist Gretchen McCulloch for teaching me about phonetic assimilation, and for teaching me that if you stand around in public reading texts from a linguist and murmuring example phrases to yourself, people will eventually ask if you're okay.			2024	6	5
2943	Unsolved Chemistry Problems	unsolved_chemistry_problems.png	I'm an H⁺ denier, in that I refuse to consider loose protons to be real hydrogen, so I personally believe it stands for 'pretend'.			2024	6	7
2944	Magnet Fishing	magnet_fishing.png	The ten-way tie was judged a ten-way tie, so no one won the grand prize, a rare fishing monopole.			2024	6	10
2945	Broken Model	broken_model.png	In addition to eating foxes, rabbits can eat grass. The grass also eats foxes. Our equations chart the contours of Fox Hell.			2024	6	12
2946	1.2 Kilofives	1_2_kilofives.png	'Oh yeah? Give me 50 milliscore reasons why I should stop.'			2024	6	14
2947	Pascal's Wager Triangle	pascals_wager_triangle.png	In contrast to Pascal's Wager Triangle, Pascal's Triangle Wager argues that maybe God wants you to draw a triangle of numbers where each one is the sum of the two numbers above it, so you probably should, just in case.			2024	6	17
2948	Electric vs Gas	electric_vs_gas.png	An idling gas engine may be annoyingly loud, but that's the price you pay for having WAY less torque available at a standstill.			2024	6	19
2949	Network Configuration	network_configuration.png	If you repeatedly rerun the development of technological civilization, it turns out that for some reason the only constant is that there is always a networking utility called 'netcat', though it does a different thing in each one.			2024	6	21
2950	Situation	situation.png	We're right under the flight path for the scheduled orbital launch, but don't worry--it's too cold out for the rockets to operate safely, so I'm sure they'll postpone.			2024	6	24
2951	Bad Map Projection: Exterior Kansas	bad_map_projection_exterior_kansas.png	Although Kansas is widely thought to contain the geographic center of the contiguous 48 states, topologists now believe that it's actually their outer edge.			2024	6	26
2952	Routine Maintenance	routine_maintenance.png	The worst was the time they accidentally held the can upside down and froze all the Earth's magma chambers solid.			2024	6	28
2953	Alien Theories	alien_theories.png	They originally came here to try to investigate our chemtrail technology, and got increasingly frustrated when all their samples turned out to just be water ice with trace amounts of jet exhaust.			2024	7	1
2954	Bracket Symbols	bracket_symbols.png	’"‘”’" means "I edited this text on both my phone and my laptop before sending it"			2024	7	3
2955	Pole Vault	pole_vault.png	Ugh, and we JUST went through this yesterday with javelin.			2024	7	5
2956	Number Line Branch	number_line_branch.png	Attention all passengers: This is an express sequence to infinity. If your stop is not a power of two, please disembark now.			2024	7	8
2957	A Crossword Puzzle	a_crossword_puzzle.png	Hint: If you ever encounter this puzzle in a crossword app, just [term for someone with a competitive and high-achieving personality].		<div id="xkcdNews"><a href="https://xkcd.com/what-if/">Special 10th anniversary edition of WHAT IF?</a>—revised and annotated with brand-new illustrations and answers to important questions you never thought to ask—coming from November 2024. Preorder <a href="https://bit.ly/WhatIf10th">here</a>!</div><br />Today's comic accidentally inspired by <a href="https://www.buttersafe.com/2011/02/17/crosswords/">this Buttersafe comic</a> from 2011!	2024	7	10
2958	Hatchery	hatchery.png	Anadromous fish are more vulnerable in rivers, since the lack of salt means you can quickly crack passwords using rainbow trout tables.			2024	7	12
2959	Beam of Light	beam_of_light.png	Einstein's theories solved a longstanding mystery about Mercury: Why it gets so hot. "It's because," he pointed out, "the sun is right there."			2024	7	15
2960	Organ Meanings	organ_meanings.png	IMO the thymus is one of the coolest organs and we should really use it in metaphors more.			2024	7	17
2961	CrowdStrike	crowdstrike.png	We were going to try swordfighting, but all my compiling is on hold.			2024	7	19
2962	President Venn Diagram	president_venn_diagram.png	Hard to imagine political rhetoric more microtargeted at me than 'I love Venn diagrams. I really do, I love Venn diagrams. It's just something about those three circles.'			2024	7	22
2963	House Inputs and Outputs	house_inputs_and_outputs.png	People think power over ethernet is so great, and yet when I try to do water over ethernet everyone yells at me.			2024	7	24
2964	Olympic Sports	olympic_sports.png	Thankfully for everyone involved, the Winter Olympics officials spotted me and managed to stop me before I got to the ski jump.			2024	7	26
2965	Chili Tornado Quake	chili_tornado_quake.png	Buildings constructed from softer materials were damaged by chili pepper impacts to the storm's high Richter-Fujita-Scoville-Mohs hardness rating.			2024	7	29
2966	Exam Numbers	exam_numbers.png	Calligraphy exam: Write down the number 37, spelled out, nicely.			2024	7	31
2967	Matter	matter.png	He was the first person to land a 900, which is especially impressive because pulling off a half-integer spin requires obeying Fermi-Dirac statistics.			2024	8	2
2968	University Age	university_age.png	This only makes it more urgent that we adopt my roadmap for the next 10 years, which should put us solidly in the lead.			2024	8	5
2969	Vice President First Names	vice_president_first_names.png	[Political pundit on the ScrabbleTV News channel] "After four years of defying orthographic pressure, Joe ceded the top of the ticket to Kamala, who--after considering Josh, Mark, Andy, Roy, and Pete--picked Tim."			2024	8	7
2970	Meteor Shower PSA	meteor_shower_psa.png	If you hold the meteor too long, it may imprint on you and form a contact binary, making reintroduction to space difficult.			2024	8	9
2971	Celestial Event	celestial_event.png	If we can get a brood of 13-year cicadas going, we might have a chance at making this happen before the oceans evaporate under the expanding sun.			2024	8	12
2972	Helium Synthesis	helium_synthesis.png	Our lawyers were worried because it turns out the company inherits its debt from the parent universe, but luckily cosmic inflation reduced it to nearly zero.			2024	8	14
2973	Ferris Wheels	ferris_wheels.png	They left the belt drive in place but switched which wheel was powered, so people could choose between a regular ride, a long ride, and a REALLY long ride.			2024	8	16
2974	Storage Tanks	storage_tanks.png	We're considering installing a pressurization system to keep the tanks at constant pressure solely to deter them.			2024	8	19
2975	Classical Periodic Table	classical_periodic_table.png	Personally I think mercury is more of a 'wet earth' hybrid element.			2024	8	21
2976	Time Traveler Causes of Death	time_traveler_causes_of_death.png	Many a hungry time traveler has Googled 'trilobites shellfish allergy' only to find their carrier had no coverage in the Ordovician.			2024	8	23
2977	Three Kinds of Research	three_kinds_of_research.png	The secret fourth kind is 'we applied a standard theory to their map of every tree and got some suspicious results.'			2024	8	26
2978	Stranded	stranded.png	At least they're not alone down there.			2024	8	28
2979	Sky Alarm	sky_alarm.png	During the day it also activates for neat clouds and pretty sunsets.			2024	8	30
2980	Lava Lakes	lava_lakes.png	Hey, golf balls float on lava, so this should make recovering them from the hazards easier.			2024	9	2
2981	Slingshots	slingshots.png	In my reboot, Dennis the Menace was just trying to send Mr. Wilson a nice comet, but accidentally wiped out his dinosaur garden.			2024	9	4
2982	Water Filtration	water_filtration.png	You'd think the most expensive part would be the quark-gluon plasma chamber, but it's actually usually the tube to the top of the atmosphere to carry the cosmic rays down.			2024	9	6
2983	Monocaster	monocaster.png	My competitors say the tiny single tiny caster is unsafe, unstable, and offers no advantages over traditional designs, to which I say: wow, why are you guys so mean? I thought we were friends!			2024	9	9
2984	Asteroid News	asteroid_news.png	Their calculations show it will 'pass within the distance of the moon' but that it 'will not hit the moon, so what's the point?'			2024	9	11
2985	Craters	craters.png	It's annoying that the Nastapoka Arc isn't a meteor impact crater, but I truly believe that--with enough time, effort, and determination--we could make it one.			2024	9	13
2986	Every Scientific Field	every_scientific_field.png	Conveniently for everyone, it turns out that dark energy is produced by subterranean parasitoid wasps.			2024	9	17
2987	Tectonic Surfing	tectonic_surfing.png	The worst is when you wipe out in the barrel and you're trapped for several million years until erosion frees you.			2024	9	18
2988	Maslow's Pyramid	maslows_pyramid.png	The local police, building inspector, and fire marshal are all contesting my 'safety' assertion, or would be if they could reach me past all the traps.			2024	9	20
2989	Physics Lab Thermostat	physics_lab_thermostat.png	Hopefully the HVAC people set it to only affect the AIR in the room.			2024	9	23
2990	Late Cenozoic	late_cenozoic.png	Our nucleic acid recovery techinques found a great deal of homo sapiens DNA incorporated into the fossils, particularly the ones containing high levels of resin, leading to the theory that these dinosaurs preyed on the once-dominant primates.			2024	9	25
2991	Beamsplitters	beamsplitters.png	Under quantum tax law, photons sent through a beamsplitter don't actually choose which path they took, or incur a tax burden, until their wavefunction collapses when the power is sold.			2024	9	27
2992	UK Coal	uk_coal.png	The Watership Down rabbits removed an additional 0.1 nanometers constructing their warren, although that was mostly soil. British rabbits have historically mined very little coal; the sole rabbit-run coal plant was shut down in the 1990s.			2024	9	30
2993	Ingredients	ingredients.png	Add main-belt asteroids to taste.			2024	10	2
2994	Númenor Margaritaville	numenor_margaritaville.png	I see white shores, and beyond it, a far green country under a tequila sunrise.			2024	10	4
2995	University Commas	university_commas.png	The distinctive 'UCLA comma' and 'Michigan comma' are a long string of commas at the start and end of the sentence respectively.			2024	10	7
2996	CIDABM	cidabm.png	There's a heated debate over whether the big island of Tierra del Fuego should qualify for membership.			2024	10	9
2997	Solar Protons	solar_protons.png	If any of you want to meet some cool local oxygen atoms, I can introduce you!			2024	10	11
2998	Ravioli-Shaped Objects	ravioli_shaped_objects.png	It's a real accomplishment to mess up a ravioli recipe badly enough that the resulting incident touches all four quadrants of the NFPA hazard diamond.			2024	10	14
2999	Bad Map Projection: The United Stralia	bad_map_projection_the_united_stralia.png	This projection distorts both area and direction, but preserves Melbourne.			2024	10	16
3000	Experimental Astrophysics	experimental_astrophysics.png	Our experiment will be expensive, but we believe it will produce important spin-offs, especially if we manage to hit the sun from the right angle.			2024	10	18
3001	Temperature Scales	temperature_scales.png	In my new scale, °X, 0 is Earths' record lowest surface temperature, 50 is the global average, and 100 is the record highest, with a linear scale between each point and adjustment every year as needed.			2024	10	21
